=== big_covers ===
test_name cover_breslauer.e cover_maxgap.e cover_maxgap_static_mem.e cover_nlogn.e cover_recursive.e
bigcovers_21000000_5250000_manyperfs.in 0.8732202053070068 0.957634687423706 0.880378246307373 0.20192480087280273 0.22244906425476074
bigcovers_9000000_2250000_randperfs.in 0.23542308807373047 0.4026198387145996 0.4045753479003906 0.0814964771270752 0.09676170349121094
bigcovers_23000000_5750000_manyperfs.in 0.48235201835632324 0.8967597484588623 0.8584268093109131 0.17573904991149902 0.1685645580291748
bigcovers_29000000_7250000_randperfs.in 1.8205225467681885 1.2632970809936523 1.1083321571350098 0.24941396713256836 0.2624688148498535
bigcovers_9000000_2250000_manyperfs.in 0.21556782722473145 0.25934767723083496 0.37271666526794434 0.0674135684967041 0.07920336723327637
bigcovers_29000000_966666_manyperfs.in 0.5902695655822754 1.0059549808502197 0.8200793266296387 0.16940760612487793 0.17313122749328613
bigcovers_28000000_2800000_randperfs.in 0.6635310649871826 0.9873082637786865 0.9417974948883057 0.20127534866333008 0.19401907920837402
bigcovers_3000000_300000_randperfs.in 0.0737159252166748 0.1336061954498291 0.18959760665893555 0.023570537567138672 0.026209115982055664
bigcovers_7000000_700000_randperfs.in 0.13584566116333008 0.22933220863342285 0.2906022071838379 0.048540353775024414 0.05189156532287598
bigcovers_12000000_3000000_manyperfs.in 0.23650431632995605 0.3336484432220459 0.37775754928588867 0.09030866622924805 0.08824491500854492
bigcovers_10000000_2500000_randperfs.in 0.21230387687683105 0.3002357482910156 0.39721059799194336 0.06740236282348633 0.07511115074157715
bigcovers_18000000_600000_manyperfs.in 0.3618659973144531 0.6285650730133057 0.6155309677124023 0.12151646614074707 0.1212761402130127
bigcovers_21000000_5250000_randperfs.in 1.6786973476409912 0.9014670848846436 0.8476996421813965 0.1667463779449463 0.18390345573425293
bigcovers_17000000_4250000_manyperfs.in 0.375917911529541 0.6446194648742676 0.5664947032928467 0.11725783348083496 0.11787080764770508
bigcovers_8000000_266666_manyperfs.in 0.15563035011291504 0.25274109840393066 0.2841343879699707 0.048648834228515625 0.04798603057861328
bigcovers_17000000_4250000_randperfs.in 0.36232423782348633 0.4528541564941406 0.4651908874511719 0.1093595027923584 0.1083376407623291
bigcovers_7000000_700000_manyperfs.in 0.1387777328491211 0.22573232650756836 0.268329381942749 0.04642486572265625 0.04603838920593262
bigcovers_5000000_500000_randperfs.in 0.12089419364929199 0.16515684127807617 0.22403454780578613 0.03276562690734863 0.0332341194152832
bigcovers_4000000_400000_randperfs.in 0.11064505577087402 0.13941454887390137 0.19973063468933105 0.0303955078125 0.028702735900878906
bigcovers_1000000_100000_randperfs.in 0.04901552200317383 0.05533790588378906 0.1272745132446289 0.008184194564819336 0.008102178573608398
bigcovers_20000000_666666_randperfs.in 0.39158058166503906 0.6403312683105469 0.5936720371246338 0.12151956558227539 0.12158870697021484
bigcovers_11000000_1100000_randperfs.in 0.3264615535736084 0.37460923194885254 0.36677098274230957 0.07422900199890137 0.07141304016113281
bigcovers_30000000_7500000_randperfs.in 0.25153541564941406 1.3031375408172607 1.3079478740692139 0.23977065086364746 0.23726487159729004
bigcovers_27000000_2700000_manyperfs.in 0.5268208980560303 0.8355140686035156 0.7185003757476807 0.16620492935180664 0.16446828842163086
bigcovers_12000000_400000_manyperfs.in 0.2559182643890381 0.3779637813568115 0.3869354724884033 0.07410836219787598 0.07439351081848145
bigcovers_23000000_766666_manyperfs.in 0.4342372417449951 0.7630419731140137 0.6708071231842041 0.14445114135742188 0.14177203178405762
bigcovers_30000000_3000000_manyperfs.in 0.2138211727142334 1.0865788459777832 0.8899993896484375 0.19240784645080566 0.19292092323303223
bigcovers_25000000_2500000_randperfs.in 0.5311262607574463 0.883678674697876 0.7604506015777588 0.16429710388183594 0.16910958290100098
bigcovers_20000000_2000000_randperfs.in 0.4009835720062256 0.6302580833435059 0.6128485202789307 0.12543106079101562 0.12520956993103027
bigcovers_1000000_33333_manyperfs.in 0.03559136390686035 0.03886055946350098 0.12139511108398438 0.007282733917236328 0.007185935974121094
bigcovers_10000000_1000000_randperfs.in 0.23296546936035156 0.3201136589050293 0.3422420024871826 0.06403613090515137 0.06336331367492676
bigcovers_5000000_500000_manyperfs.in 0.10111331939697266 0.1668226718902588 0.23455524444580078 0.0345914363861084 0.03331565856933594
bigcovers_21000000_2100000_manyperfs.in 0.4100229740142822 0.648343563079834 0.6039228439331055 0.134077787399292 0.1319262981414795
bigcovers_4000000_1000000_randperfs.in 0.10926437377929688 0.11542582511901855 0.18426084518432617 0.03058028221130371 0.02992725372314453
bigcovers_30000000_7500000_manyperfs.in 0.25133538246154785 1.1971356868743896 1.0180091857910156 0.22853875160217285 0.21907949447631836
bigcovers_13000000_3250000_manyperfs.in 0.2906157970428467 0.4341437816619873 0.44744157791137695 0.09504246711730957 0.09350347518920898
bigcovers_17000000_566666_randperfs.in 0.33754825592041016 0.542975664138794 0.5097928047180176 0.10136914253234863 0.10288500785827637
bigcovers_5000000_1250000_manyperfs.in 0.11811351776123047 0.13698983192443848 0.19934821128845215 0.03629469871520996 0.03897547721862793
bigcovers_19000000_1900000_manyperfs.in 0.39948320388793945 0.6264212131500244 0.5843081474304199 0.12177348136901855 0.12061214447021484
bigcovers_22000000_2200000_manyperfs.in 1.1610167026519775 0.6947672367095947 0.6355133056640625 0.1377849578857422 0.1358020305633545
bigcovers_22000000_5500000_manyperfs.in 0.4310894012451172 0.6021900177001953 0.5547611713409424 0.13102507591247559 0.1359694004058838
bigcovers_1000000_100000_manyperfs.in 0.03219318389892578 0.036367177963256836 0.1252613067626953 0.008028030395507812 0.007806301116943359
bigcovers_4000000_133333_randperfs.in 0.09776735305786133 0.12649822235107422 0.19005990028381348 0.026350736618041992 0.02568650245666504
bigcovers_27000000_900000_randperfs.in 0.5067572593688965 0.9107389450073242 0.756340742111206 0.15892696380615234 0.15938401222229004
bigcovers_2000000_500000_manyperfs.in 0.05608057975769043 0.07837438583374023 0.15426039695739746 0.015554428100585938 0.015774011611938477
bigcovers_26000000_866666_randperfs.in 0.48294663429260254 0.8686683177947998 0.7386882305145264 0.1526951789855957 0.15674495697021484
bigcovers_25000000_833333_randperfs.in 0.4556419849395752 0.8277559280395508 0.7125678062438965 0.15285038948059082 0.15009284019470215
bigcovers_19000000_1900000_randperfs.in 0.41432976722717285 0.6325101852416992 0.6194605827331543 0.12612080574035645 0.12336039543151855
bigcovers_28000000_7000000_manyperfs.in 0.6459438800811768 1.1898696422576904 1.0094668865203857 0.21891164779663086 0.2198505401611328
bigcovers_23000000_2300000_manyperfs.in 0.47006702423095703 0.8048884868621826 0.7132070064544678 0.15262174606323242 0.14916419982910156
bigcovers_10000000_333333_randperfs.in 0.22181463241577148 0.3072047233581543 0.3261253833770752 0.06359076499938965 0.06145596504211426
bigcovers_12000000_3000000_randperfs.in 0.2582845687866211 0.32770681381225586 0.3422050476074219 0.08093047142028809 0.08176779747009277
bigcovers_19000000_4750000_randperfs.in 0.38646864891052246 0.5292325019836426 0.524979829788208 0.11733698844909668 0.11679887771606445
bigcovers_11000000_366666_manyperfs.in 0.23556947708129883 0.35005736351013184 0.37030673027038574 0.06722760200500488 0.06671571731567383
bigcovers_3000000_300000_manyperfs.in 0.16025686264038086 0.09913325309753418 0.1735093593597412 0.022650957107543945 0.020595312118530273
bigcovers_9000000_300000_manyperfs.in 0.20337462425231934 0.2951514720916748 0.3112668991088867 0.05318570137023926 0.05288863182067871
bigcovers_8000000_800000_randperfs.in 0.15332388877868652 0.2512528896331787 0.2829251289367676 0.05143928527832031 0.05259847640991211
bigcovers_8000000_2000000_manyperfs.in 0.22945141792297363 0.31696176528930664 0.34827566146850586 0.06404876708984375 0.06366896629333496
bigcovers_14000000_1400000_randperfs.in 0.2847168445587158 0.4525728225708008 0.4634997844696045 0.09283590316772461 0.09516358375549316
bigcovers_3000000_750000_randperfs.in 0.09999299049377441 0.12034893035888672 0.1895911693572998 0.025418758392333984 0.025338172912597656
bigcovers_22000000_733333_manyperfs.in 0.39922261238098145 0.7198247909545898 0.6414999961853027 0.12929034233093262 0.1292591094970703
bigcovers_7000000_233333_randperfs.in 0.1347370147705078 0.22682690620422363 0.26085853576660156 0.04450368881225586 0.04439806938171387
bigcovers_14000000_1400000_manyperfs.in 0.2913191318511963 0.4390745162963867 0.4331321716308594 0.09083414077758789 0.08879590034484863
bigcovers_14000000_3500000_manyperfs.in 0.33699893951416016 0.5363368988037109 0.5280015468597412 0.11060333251953125 0.11215734481811523
bigcovers_11000000_2750000_manyperfs.in 0.2798793315887451 0.4479811191558838 0.4495096206665039 0.09040379524230957 0.0890650749206543
bigcovers_1000000_250000_manyperfs.in 0.03992104530334473 0.041083574295043945 0.12590694427490234 0.008526802062988281 0.0082244873046875
bigcovers_30000000_1000000_manyperfs.in 0.5527083873748779 1.0276641845703125 0.8474364280700684 0.18502449989318848 0.18237686157226562
bigcovers_1000000_33333_randperfs.in 0.038150787353515625 0.03767275810241699 0.12077856063842773 0.007359504699707031 0.006981372833251953
bigcovers_25000000_833333_manyperfs.in 0.44887685775756836 0.8173325061798096 0.7104158401489258 0.14427971839904785 0.14425230026245117
bigcovers_5000000_166666_manyperfs.in 0.11139988899230957 0.15968108177185059 0.21281838417053223 0.03315114974975586 0.0345916748046875
bigcovers_29000000_7250000_manyperfs.in 0.5586488246917725 0.8616385459899902 0.6645393371582031 0.17728114128112793 0.1783428192138672
bigcovers_21000000_2100000_randperfs.in 0.4745364189147949 0.6637530326843262 0.6405901908874512 0.1310291290283203 0.13102364540100098
bigcovers_5000000_1250000_randperfs.in 0.12108564376831055 0.1521315574645996 0.2101306915283203 0.03403353691101074 0.03291821479797363
bigcovers_7000000_233333_manyperfs.in 0.12554931640625 0.221785306930542 0.26067137718200684 0.043631792068481445 0.04399991035461426
bigcovers_14000000_466666_randperfs.in 0.2757236957550049 0.4816405773162842 0.4338500499725342 0.08650445938110352 0.08553314208984375
bigcovers_26000000_2600000_manyperfs.in 0.5507500171661377 0.859100341796875 0.7428832054138184 0.16477632522583008 0.16427040100097656
bigcovers_7000000_1750000_randperfs.in 0.13947820663452148 0.18250322341918945 0.2297053337097168 0.04875063896179199 0.04796290397644043
bigcovers_1000000_250000_randperfs.in 0.04562115669250488 0.04352831840515137 0.13374972343444824 0.008910655975341797 0.008948564529418945
bigcovers_2000000_200000_manyperfs.in 0.06390118598937988 0.08336710929870605 0.16722559928894043 0.014142751693725586 0.013736724853515625
bigcovers_14000000_3500000_randperfs.in 0.30585145950317383 0.3922696113586426 0.39014673233032227 0.0944216251373291 0.09134984016418457
bigcovers_28000000_7000000_randperfs.in 0.581505298614502 1.005911111831665 0.814704418182373 0.19950056076049805 0.1990509033203125
