=== big_periods ===
test_name cover_breslauer.e cover_maxgap.e cover_maxgap_static_mem.e cover_nlogn.e cover_recursive.e
bigperiod_30000000_62_27000000.in 0.1843552589416504 0.6787281036376953 0.6108388900756836 0.31218528747558594 0.6739754676818848
bigperiod_30000000_10_2500000.in 0.33026647567749023 0.8388936519622803 0.6568179130554199 0.16535353660583496 0.17119193077087402
bigperiod_30000000_26_9500000.in 0.22481727600097656 0.774259090423584 0.6650707721710205 0.2292957305908203 0.2197554111480713
bigperiod_30000000_7_7500000.in 0.27231287956237793 0.7394111156463623 0.6583411693572998 0.19327020645141602 0.250485897064209
bigperiod_30000000_26_1500000.in 0.3812706470489502 0.7550978660583496 0.6272890567779541 0.1971893310546875 0.16392230987548828
bigperiod_30000000_4_14000000.in 0.22536444664001465 0.8041415214538574 0.6758866310119629 0.3354508876800537 0.3804476261138916
bigperiod_30000000_10_30000000.in 0.18145465850830078 0.7133834362030029 0.6363670825958252 0.28333473205566406 0.18974065780639648
bigperiod_30000000_4_9750000.in 0.24717926979064941 0.8134422302246094 0.6438460350036621 0.29236507415771484 0.2844815254211426
bigperiod_30000000_26_29250000.in 0.1636488437652588 0.7028493881225586 0.6492688655853271 0.3690154552459717 0.24886584281921387
bigperiod_30000000_62_750000.in 0.3432297706604004 0.7246272563934326 0.6317620277404785 0.1950387954711914 0.1544814109802246
bigperiod_30000000_26_16500000.in 0.17327380180358887 0.724536657333374 0.6358366012573242 0.2739236354827881 0.2566962242126465
bigperiod_30000000_7_16000000.in 0.19986510276794434 0.7771167755126953 0.6422724723815918 0.3694181442260742 0.2631814479827881
bigperiod_30000000_4_10500000.in 0.24123597145080566 0.7644171714782715 0.6660878658294678 0.3011958599090576 0.3031914234161377
bigperiod_30000000_2_14000000.in 0.2397913932800293 0.8479249477386475 0.7308974266052246 0.35695767402648926 0.4110534191131592
bigperiod_30000000_7_14000000.in 0.24882078170776367 0.7327282428741455 0.6343319416046143 0.3412957191467285 0.3155348300933838
bigperiod_30000000_26_30000000.in 0.16675281524658203 0.731609582901001 0.6219174861907959 0.25452518463134766 0.21350860595703125
bigperiod_30000000_2_750000.in 0.3357393741607666 0.8164920806884766 0.6443943977355957 0.1699662208557129 0.23329782485961914
bigperiod_30000000_10_2000000.in 0.36632537841796875 0.7905125617980957 0.6430525779724121 0.23001337051391602 0.1608257293701172
bigperiod_30000000_62_18000000.in 0.16594171524047852 0.6862750053405762 0.6073331832885742 0.32588887214660645 0.21943974494934082
bigperiod_30000000_7_9500000.in 0.2468862533569336 0.7566509246826172 0.62931227684021 0.24558663368225098 0.24306082725524902
bigperiod_30000000_2_27000000.in 0.2742331027984619 0.9593045711517334 0.783951997756958 0.6110374927520752 0.4506049156188965
bigperiod_30000000_10_7000000.in 0.29648923873901367 0.7465174198150635 0.6278011798858643 0.2873530387878418 0.230025053024292
bigperiod_30000000_62_500000.in 0.37102246284484863 0.7847793102264404 0.6119825839996338 0.22748565673828125 0.2321794033050537
bigperiod_30000000_7_10000000.in 0.23981475830078125 0.782984733581543 0.6300468444824219 0.226149320602417 0.2651207447052002
bigperiod_30000000_7_12750000.in 0.2687535285949707 0.762775182723999 0.6329922676086426 0.29720354080200195 0.28954148292541504
bigperiod_30000000_10_20000000.in 0.21887898445129395 0.7570464611053467 0.6337904930114746 0.3126242160797119 0.2561366558074951
bigperiod_30000000_2_26250000.in 0.2898380756378174 0.9083001613616943 0.7999589443206787 0.6071107387542725 0.45000529289245605
bigperiod_30000000_26_18500000.in 0.16328835487365723 0.7096221446990967 0.6163222789764404 0.35028910636901855 0.26056361198425293
bigperiod_30000000_26_7000000.in 0.3197348117828369 0.7432460784912109 0.6406283378601074 0.21570754051208496 0.20485687255859375
bigperiod_30000000_10_6750000.in 0.26458191871643066 0.7543520927429199 0.6277096271514893 0.262495756149292 0.22099566459655762
bigperiod_30000000_7_17000000.in 0.25765109062194824 0.8519434928894043 0.7143509387969971 0.33351612091064453 0.2825627326965332
bigperiod_30000000_2_9500000.in 0.3075246810913086 0.8874239921569824 0.7230322360992432 0.365703821182251 0.32120442390441895
bigperiod_30000000_62_2250000.in 0.31185412406921387 0.7813506126403809 0.6037418842315674 0.1768474578857422 0.16669201850891113
bigperiod_30000000_62_25500000.in 0.21526217460632324 0.706160306930542 0.6182448863983154 0.33948540687561035 0.22961020469665527
bigperiod_30000000_2_1500000.in 0.36887693405151367 0.8271646499633789 0.7015371322631836 0.18487954139709473 0.24106764793395996
