=== big_periods ===
test_name seed_costas.e seed_kociumaka.e seed_kociumaka_nlogn.e
bigperiod_500000_4_73333.in 1.5874958038330078 3.473864793777466 1.234374761581421
bigperiod_500000_7_385000.in 1.9128856658935547 1.9654321670532227 1.205024003982544
bigperiod_500000_7_35000.in 1.2480733394622803 3.470200777053833 1.186934232711792
bigperiod_500000_4_215000.in 1.9885094165802002 3.881035327911377 1.2340614795684814
bigperiod_500000_10_415000.in 1.7888994216918945 1.889178991317749 1.213613510131836
bigperiod_500000_7_246666.in 1.8502709865570068 3.5506584644317627 1.279334306716919
bigperiod_500000_4_63333.in 1.5802199840545654 3.656289577484131 1.2208757400512695
bigperiod_500000_2_283333.in 2.619407892227173 4.021630048751831 1.2137765884399414
bigperiod_500000_7_290000.in 1.8679933547973633 3.70908522605896 1.250439167022705
bigperiod_500000_2_250000.in 2.567746162414551 3.8606672286987305 1.2227559089660645
bigperiod_500000_4_136666.in 1.7692127227783203 3.9005777835845947 1.2030153274536133
bigperiod_500000_62_310000.in 1.4539422988891602 3.4174160957336426 1.2724263668060303
bigperiod_500000_4_306666.in 2.113823413848877 3.797187328338623 1.237997055053711
bigperiod_500000_26_350000.in 1.5628211498260498 1.830552101135254 1.2234001159667969
bigperiod_500000_7_105000.in 1.4715368747711182 3.6569254398345947 1.2447998523712158
bigperiod_500000_7_190000.in 1.6734728813171387 3.246110439300537 1.254988431930542
bigperiod_500000_26_56666.in 1.0871593952178955 3.5779805183410645 1.2518529891967773
bigperiod_500000_26_203333.in 1.4159717559814453 3.2130987644195557 1.2545456886291504
bigperiod_500000_62_313333.in 1.4540953636169434 3.363006591796875 1.2625913619995117
bigperiod_500000_2_445000.in 2.7186906337738037 2.269535779953003 1.200139045715332
bigperiod_500000_2_203333.in 2.388169765472412 3.487713575363159 1.212970495223999
bigperiod_500000_4_46666.in 1.4890754222869873 3.5537142753601074 1.2037415504455566
bigperiod_500000_26_176666.in 1.313225269317627 3.1807384490966797 1.241441249847412
bigperiod_500000_7_306666.in 1.90382719039917 3.698232412338257 1.2254879474639893
bigperiod_500000_4_203333.in 1.931769609451294 3.3527655601501465 1.234586477279663
bigperiod_500000_7_195000.in 1.6870505809783936 3.310506820678711 1.2382540702819824
bigperiod_500000_4_170000.in 1.884084701538086 3.244994878768921 1.2471950054168701
bigperiod_500000_2_196666.in 2.4012019634246826 3.5084638595581055 1.2099831104278564
bigperiod_500000_4_140000.in 1.781811237335205 3.93133807182312 1.2139761447906494
bigperiod_500000_62_86666.in 1.0287280082702637 3.4907124042510986 1.2465507984161377
bigperiod_500000_62_145000.in 1.142237901687622 3.70163631439209 1.2986316680908203
bigperiod_500000_10_115000.in 1.4059417247772217 3.7704622745513916 1.2461259365081787
bigperiod_500000_2_405000.in 2.6814804077148438 2.2707183361053467 1.1916959285736084
bigperiod_500000_2_153333.in 2.2212376594543457 4.044947862625122 1.1951584815979004
bigperiod_500000_7_340000.in 1.88466477394104 1.9903066158294678 1.2335107326507568
bigperiod_500000_10_193333.in 1.6005926132202148 3.252714157104492 1.269444227218628
bigperiod_500000_7_3333.in 0.9483745098114014 2.9976038932800293 0.9832344055175781
bigperiod_500000_4_266666.in 2.1019365787506104 3.8538107872009277 1.2413578033447266
bigperiod_500000_2_105000.in 2.1292660236358643 3.844348669052124 1.179316759109497
bigperiod_500000_10_256666.in 1.7756686210632324 3.8583850860595703 1.2450511455535889
bigperiod_500000_26_380000.in 1.554229974746704 1.7876999378204346 1.2304141521453857
bigperiod_500000_2_36666.in 1.785827875137329 3.5631840229034424 1.105466365814209
bigperiod_500000_7_145000.in 1.5491008758544922 3.8975417613983154 1.2435388565063477
bigperiod_500000_4_123333.in 1.734767198562622 3.845937967300415 1.210838794708252
bigperiod_500000_2_140000.in 2.253927707672119 3.990755319595337 1.181471824645996
bigperiod_500000_4_190000.in 1.8848469257354736 3.267627239227295 1.253727912902832
bigperiod_500000_7_155000.in 1.5873074531555176 3.7739429473876953 1.2423033714294434
bigperiod_500000_7_455000.in 1.9339015483856201 1.9258356094360352 1.2187330722808838
bigperiod_500000_26_430000.in 1.5745577812194824 1.7848496437072754 1.2220237255096436
bigperiod_500000_62_320000.in 1.4441885948181152 3.3059158325195312 1.285132646560669
bigperiod_500000_2_183333.in 2.367464542388916 3.404853343963623 1.1944565773010254
bigperiod_500000_10_60000.in 1.2536203861236572 3.5416810512542725 1.2325990200042725
bigperiod_500000_4_145000.in 1.7864508628845215 3.911532402038574 1.2006781101226807
bigperiod_500000_10_475000.in 1.841991901397705 1.8596532344818115 1.2100279331207275
bigperiod_500000_2_6666.in 1.4436006546020508 3.005502462387085 0.9796731472015381
bigperiod_500000_4_146666.in 1.7856135368347168 3.9142212867736816 1.235337257385254
bigperiod_500000_7_160000.in 1.6104321479797363 3.7481729984283447 1.2465221881866455
bigperiod_500000_26_50000.in 1.070012092590332 3.603837013244629 1.1818201541900635
bigperiod_500000_26_260000.in 1.545198917388916 3.7852678298950195 1.2652127742767334
bigperiod_500000_26_365000.in 1.5546047687530518 1.828294038772583 1.229522705078125
bigperiod_500000_4_430000.in 2.15726637840271 2.003103733062744 1.2097954750061035
bigperiod_500000_2_230000.in 2.4824178218841553 3.813753366470337 1.2250962257385254
bigperiod_500000_62_395000.in 1.4650018215179443 1.7803995609283447 1.256983995437622
bigperiod_500000_4_345000.in 2.1250808238983154 2.0476510524749756 1.2250993251800537
bigperiod_500000_10_295000.in 1.8001012802124023 3.673086643218994 1.241349220275879
bigperiod_500000_2_293333.in 2.5738909244537354 4.143803596496582 1.21346116065979
bigperiod_500000_26_5000.in 0.8393173217773438 2.9093799591064453 1.0566399097442627
bigperiod_500000_2_255000.in 2.5589759349823 4.143007040023804 1.2284197807312012
bigperiod_500000_4_326666.in 2.114203453063965 3.5232107639312744 1.214160442352295
bigperiod_500000_26_306666.in 1.5528993606567383 3.4879512786865234 1.2584192752838135
bigperiod_500000_10_80000.in 1.2869834899902344 3.467648506164551 1.250960350036621
bigperiod_500000_26_450000.in 1.5929491519927979 1.7563354969024658 1.2292406558990479
bigperiod_500000_62_190000.in 1.2738914489746094 3.164252281188965 1.307131290435791
bigperiod_500000_26_180000.in 1.330618143081665 3.148308038711548 1.2787086963653564
bigperiod_500000_7_370000.in 1.8940606117248535 1.952197551727295 1.2194807529449463
bigperiod_500000_4_480000.in 2.1801846027374268 1.9821462631225586 1.2130281925201416
bigperiod_500000_62_200000.in 1.2908005714416504 3.1861960887908936 1.3216283321380615
bigperiod_500000_7_196666.in 1.6687541007995605 3.3292179107666016 1.242511510848999
bigperiod_500000_26_205000.in 1.4211196899414062 3.182673692703247 1.2890269756317139
bigperiod_500000_26_310000.in 1.5497291088104248 3.424466848373413 1.2469563484191895
bigperiod_500000_62_156666.in 1.174288034439087 3.673328399658203 1.2782938480377197
bigperiod_500000_10_126666.in 1.4279673099517822 3.8689749240875244 1.2131178379058838
bigperiod_500000_2_115000.in 2.148252010345459 4.019209146499634 1.1846818923950195
bigperiod_500000_4_30000.in 1.406759262084961 3.396841526031494 1.1168475151062012
bigperiod_500000_7_350000.in 1.8936920166015625 1.9621999263763428 1.2363026142120361
bigperiod_500000_7_460000.in 1.9370903968811035 1.9255259037017822 1.2167954444885254
bigperiod_500000_10_66666.in 1.2707386016845703 3.4634015560150146 1.1941394805908203
bigperiod_500000_62_136666.in 1.1181561946868896 3.75235915184021 1.270334005355835
bigperiod_500000_10_420000.in 1.807091236114502 1.8685142993927002 1.2131986618041992
bigperiod_500000_7_495000.in 1.9648542404174805 1.9392075538635254 1.234496831893921
bigperiod_500000_7_435000.in 1.922368049621582 1.9225518703460693 1.2264952659606934
bigperiod_500000_2_220000.in 2.448427438735962 3.9829769134521484 1.2107892036437988
bigperiod_500000_4_445000.in 2.1737473011016846 2.007545232772827 1.2143030166625977
bigperiod_500000_10_45000.in 1.199221134185791 3.5589301586151123 1.220062017440796
bigperiod_500000_7_113333.in 1.4734678268432617 3.846022605895996 1.2487876415252686
bigperiod_500000_26_103333.in 1.202904462814331 3.613797426223755 1.2665443420410156
bigperiod_500000_62_100000.in 1.0664317607879639 3.645927906036377 1.2463207244873047
bigperiod_500000_2_116666.in 2.1638717651367188 4.036734342575073 1.177309274673462
bigperiod_500000_7_213333.in 1.7558472156524658 3.8939406871795654 1.2590992450714111
bigperiod_500000_4_23333.in 1.3443207740783691 3.503373622894287 1.0980684757232666
bigperiod_500000_62_195000.in 1.2898492813110352 3.1090047359466553 1.3152124881744385
bigperiod_500000_26_105000.in 1.1834986209869385 3.5980889797210693 1.2794156074523926
bigperiod_500000_2_90000.in 2.0701816082000732 3.8331973552703857 1.1769812107086182
bigperiod_500000_2_235000.in 2.548403024673462 3.888362407684326 1.2217826843261719
bigperiod_500000_2_495000.in 2.7476515769958496 2.2751083374023438 1.2153637409210205
bigperiod_500000_7_25000.in 1.2161850929260254 3.3040552139282227 1.116807460784912
bigperiod_500000_7_130000.in 1.5345218181610107 3.8535919189453125 1.225287914276123
bigperiod_500000_7_475000.in 1.9357783794403076 1.931258201599121 1.2165579795837402
bigperiod_500000_2_316666.in 2.607311248779297 4.007259845733643 1.2098002433776855
bigperiod_500000_4_196666.in 1.9166333675384521 3.28017520904541 1.2449111938476562
bigperiod_500000_2_206666.in 2.400259494781494 3.4306492805480957 1.2097485065460205
bigperiod_500000_62_475000.in 1.4876554012298584 1.740649938583374 1.2644615173339844
bigperiod_500000_2_126666.in 2.1665198802948 4.070489406585693 1.180013656616211
bigperiod_500000_26_253333.in 1.5255136489868164 3.7875287532806396 1.2785658836364746
bigperiod_500000_10_166666.in 1.5033087730407715 3.1874048709869385 1.2500391006469727
bigperiod_500000_10_335000.in 1.7767419815063477 1.9520530700683594 1.2255802154541016
bigperiod_500000_7_180000.in 1.6530823707580566 3.2213962078094482 1.2634823322296143
bigperiod_500000_2_375000.in 2.6992766857147217 2.266247272491455 1.2155919075012207
bigperiod_500000_26_156666.in 1.288541316986084 3.6880135536193848 1.2754573822021484
bigperiod_500000_26_395000.in 1.5647661685943604 1.8162784576416016 1.2290053367614746
bigperiod_500000_7_230000.in 1.7857849597930908 3.645112991333008 1.2727689743041992
bigperiod_500000_4_405000.in 2.161052703857422 2.018991470336914 1.2261948585510254
bigperiod_500000_2_136666.in 2.181811571121216 4.101266384124756 1.1916265487670898
bigperiod_500000_7_136666.in 1.5494394302368164 3.7564151287078857 1.2269635200500488
bigperiod_500000_62_183333.in 1.2601394653320312 3.148699998855591 1.305467128753662
bigperiod_500000_62_150000.in 1.153139352798462 3.656095027923584 1.2678160667419434
bigperiod_500000_2_210000.in 2.4049015045166016 4.067864418029785 1.2088923454284668
bigperiod_500000_7_55000.in 1.3364331722259521 3.6427996158599854 1.1860501766204834
bigperiod_500000_62_295000.in 1.4513576030731201 3.5311968326568604 1.2819037437438965
bigperiod_500000_26_215000.in 1.454355239868164 3.787421464920044 1.2866361141204834
bigperiod_500000_26_6666.in 0.8485827445983887 3.034416675567627 1.095747947692871
bigperiod_500000_7_263333.in 1.853531837463379 3.842700719833374 1.2429797649383545
bigperiod_500000_26_130000.in 1.2469112873077393 3.716740131378174 1.236107587814331
bigperiod_500000_62_226666.in 1.3629345893859863 3.637376308441162 1.2956008911132812
bigperiod_500000_7_410000.in 1.9100725650787354 1.9322028160095215 1.208862066268921
bigperiod_500000_4_175000.in 1.8796453475952148 3.240325927734375 1.2389211654663086
bigperiod_500000_26_440000.in 1.5878689289093018 1.7679996490478516 1.2229893207550049
bigperiod_500000_7_270000.in 1.868481159210205 3.694030523300171 1.2808763980865479
bigperiod_500000_10_345000.in 1.7772233486175537 1.9484119415283203 1.214881420135498
bigperiod_500000_4_220000.in 1.9765770435333252 3.8053414821624756 1.256528377532959
bigperiod_500000_26_293333.in 1.5508170127868652 3.6346983909606934 1.258854627609253
bigperiod_500000_62_445000.in 1.4814846515655518 1.7577378749847412 1.2730376720428467
bigperiod_500000_10_113333.in 1.3782947063446045 3.862531900405884 1.2136595249176025
bigperiod_500000_4_435000.in 2.181262969970703 2.0082428455352783 1.2030527591705322
bigperiod_500000_26_63333.in 1.111276388168335 3.582275390625 1.2503376007080078
bigperiod_500000_2_420000.in 2.6746065616607666 2.2605860233306885 1.1959705352783203
bigperiod_500000_26_360000.in 1.5551700592041016 1.8365097045898438 1.2275981903076172
bigperiod_500000_2_313333.in 2.580451250076294 4.0971519947052 1.210747241973877
bigperiod_500000_10_440000.in 1.8112883567810059 1.8359441757202148 1.2076826095581055
bigperiod_500000_2_253333.in 2.5215847492218018 4.181458950042725 1.2205560207366943
bigperiod_500000_10_216666.in 1.6424052715301514 3.8114333152770996 1.277390718460083
bigperiod_500000_26_55000.in 1.091372013092041 3.6029257774353027 1.2551569938659668
bigperiod_500000_2_270000.in 2.5352180004119873 3.991379499435425 1.221379280090332
bigperiod_500000_4_103333.in 1.6532986164093018 3.7160208225250244 1.1976919174194336
bigperiod_500000_10_116666.in 1.4017436504364014 3.8388335704803467 1.2440369129180908
bigperiod_500000_2_75000.in 2.005936622619629 3.5323002338409424 1.1535305976867676
bigperiod_500000_62_153333.in 1.164729356765747 3.6668989658355713 1.30483078956604
bigperiod_500000_7_365000.in 1.891528606414795 1.9632635116577148 1.1973886489868164
bigperiod_500000_7_276666.in 1.862138032913208 3.847182035446167 1.263587236404419
bigperiod_500000_26_330000.in 1.5498433113098145 3.096759796142578 1.2459347248077393
bigperiod_500000_2_275000.in 2.5709564685821533 4.177059650421143 1.2243638038635254
bigperiod_500000_62_280000.in 1.4568829536437988 3.6296751499176025 1.2828326225280762
bigperiod_500000_62_120000.in 1.127161979675293 3.66628098487854 1.2576382160186768
bigperiod_500000_26_100000.in 1.186453104019165 3.631153106689453 1.2637503147125244
bigperiod_500000_10_146666.in 1.4567575454711914 3.841264009475708 1.258577823638916
bigperiod_500000_62_113333.in 1.0933701992034912 3.6835155487060547 1.2959139347076416
bigperiod_500000_2_330000.in 2.6010801792144775 3.756241798400879 1.22135329246521
bigperiod_500000_2_146666.in 2.2482247352600098 4.1536900997161865 1.1802687644958496
bigperiod_500000_4_330000.in 2.1074254512786865 3.380370616912842 1.2293164730072021
bigperiod_500000_62_40000.in 0.9390952587127686 3.40690541267395 1.233748197555542
bigperiod_500000_26_295000.in 1.548487663269043 3.5468456745147705 1.2476387023925781
bigperiod_500000_2_23333.in 1.685389518737793 3.4743168354034424 1.0910916328430176
bigperiod_500000_62_430000.in 1.4662275314331055 1.7505803108215332 1.2533116340637207
bigperiod_500000_10_16666.in 1.0737371444702148 3.3541994094848633 1.0868299007415771
bigperiod_500000_7_275000.in 1.8525736331939697 3.8539998531341553 1.273362159729004
bigperiod_500000_2_13333.in 1.5523383617401123 3.1880970001220703 1.0249242782592773
bigperiod_500000_7_96666.in 1.4429593086242676 3.7087080478668213 1.24371337890625
bigperiod_500000_10_105000.in 1.3589794635772705 3.667241334915161 1.2138993740081787
bigperiod_500000_62_490000.in 1.520141839981079 1.7251091003417969 1.2726871967315674
bigperiod_500000_10_40000.in 1.1830942630767822 3.434636354446411 1.2095451354980469
bigperiod_500000_10_410000.in 1.8022940158843994 1.8522717952728271 1.204491138458252
bigperiod_500000_62_265000.in 1.456909418106079 3.6976430416107178 1.31776762008667
bigperiod_500000_10_86666.in 1.3055500984191895 3.556142568588257 1.1977531909942627
bigperiod_500000_10_375000.in 1.7833428382873535 1.8981976509094238 1.1935713291168213
bigperiod_500000_62_283333.in 1.4316725730895996 3.505803346633911 1.305835247039795
bigperiod_500000_62_253333.in 1.4556360244750977 3.807433843612671 1.3119478225708008
bigperiod_500000_2_85000.in 2.070248603820801 3.7113587856292725 1.1679320335388184
bigperiod_500000_62_193333.in 1.2880518436431885 3.1940581798553467 1.3027172088623047
bigperiod_500000_26_223333.in 1.458693027496338 3.6434247493743896 1.2988770008087158
bigperiod_500000_26_206666.in 1.4183504581451416 3.1720569133758545 1.2655484676361084
bigperiod_500000_10_300000.in 1.7813045978546143 3.7160136699676514 1.2537686824798584
bigperiod_500000_62_286666.in 1.4361417293548584 3.609673261642456 1.2903916835784912
bigperiod_500000_4_470000.in 2.170698404312134 1.9805076122283936 1.2269692420959473
bigperiod_500000_7_23333.in 1.1863059997558594 3.3946645259857178 1.1155011653900146
bigperiod_500000_10_50000.in 1.2281553745269775 3.508143901824951 1.2143967151641846
bigperiod_500000_7_240000.in 1.8123667240142822 3.6421186923980713 1.2401881217956543
bigperiod_500000_62_303333.in 1.4375979900360107 3.5932440757751465 1.309316873550415
bigperiod_500000_4_153333.in 1.8121967315673828 3.8631441593170166 1.2388381958007812
bigperiod_500000_2_470000.in 2.7173144817352295 2.286360740661621 1.2130379676818848
bigperiod_500000_7_285000.in 1.8786258697509766 3.8717072010040283 1.2587449550628662
bigperiod_500000_10_495000.in 1.8593029975891113 1.8559253215789795 1.2125625610351562
bigperiod_500000_4_415000.in 2.1519100666046143 2.007072687149048 1.2196195125579834
bigperiod_500000_4_130000.in 1.776444911956787 3.8058815002441406 1.2383642196655273
bigperiod_500000_4_303333.in 2.1000149250030518 3.8634841442108154 1.2165324687957764
bigperiod_500000_10_270000.in 1.7594726085662842 3.5930263996124268 1.2392768859863281
bigperiod_500000_10_196666.in 1.5964758396148682 3.2934865951538086 1.2394132614135742
bigperiod_500000_26_160000.in 1.2785828113555908 3.6652884483337402 1.2344846725463867
bigperiod_500000_7_165000.in 1.6259334087371826 3.7732584476470947 1.2289364337921143
bigperiod_500000_2_5000.in 1.3796753883361816 2.8821144104003906 0.9413332939147949
bigperiod_500000_4_95000.in 1.6469590663909912 3.7385997772216797 1.1977651119232178
bigperiod_500000_10_435000.in 1.8134326934814453 1.8493881225585938 1.2112703323364258
bigperiod_500000_4_25000.in 1.3840694427490234 3.307359218597412 1.142582654953003
bigperiod_500000_10_36666.in 1.1645846366882324 3.3915750980377197 1.185666561126709
bigperiod_500000_7_176666.in 1.621692419052124 3.2412798404693604 1.2466986179351807
bigperiod_500000_7_76666.in 1.3860752582550049 3.483304738998413 1.2442543506622314
bigperiod_500000_10_470000.in 1.8344941139221191 1.8697216510772705 1.226456880569458
bigperiod_500000_7_193333.in 1.684981107711792 3.240337610244751 1.231504201889038
bigperiod_500000_4_375000.in 2.1341092586517334 2.0017173290252686 1.1969587802886963
bigperiod_500000_2_266666.in 2.5736351013183594 4.068428039550781 1.2399146556854248
bigperiod_500000_26_425000.in 1.6077563762664795 1.7622401714324951 1.2279081344604492
bigperiod_500000_62_95000.in 1.0609846115112305 3.6273679733276367 1.2980968952178955
bigperiod_500000_2_256666.in 2.5454208850860596 4.128835439682007 1.2166051864624023
bigperiod_500000_4_263333.in 2.079026937484741 3.8297977447509766 1.2523903846740723
bigperiod_500000_26_313333.in 1.5623478889465332 3.4090049266815186 1.249845266342163
bigperiod_500000_10_183333.in 1.564542531967163 3.248840808868408 1.2396552562713623
bigperiod_500000_10_186666.in 1.5440139770507812 3.2356388568878174 1.2615466117858887
bigperiod_500000_62_275000.in 1.4551596641540527 3.755025625228882 1.2926862239837646
bigperiod_500000_26_115000.in 1.2037081718444824 3.7444965839385986 1.2437162399291992
bigperiod_500000_2_46666.in 1.8582801818847656 3.607896089553833 1.1077394485473633
bigperiod_500000_26_86666.in 1.1365382671356201 3.509615182876587 1.234600305557251
bigperiod_500000_62_260000.in 1.4335224628448486 3.764265537261963 1.283245325088501
bigperiod_500000_26_200000.in 1.3952369689941406 3.1728382110595703 1.284740924835205
bigperiod_500000_62_173333.in 1.212249755859375 3.1301918029785156 1.2658278942108154
bigperiod_500000_10_215000.in 1.6312835216522217 3.8795857429504395 1.2712202072143555
bigperiod_500000_10_203333.in 1.6234936714172363 3.262446880340576 1.270899772644043
bigperiod_500000_26_195000.in 1.3985073566436768 3.193145990371704 1.2662906646728516
bigperiod_500000_4_143333.in 1.7794618606567383 3.909998893737793 1.2039384841918945
bigperiod_500000_7_93333.in 1.426419973373413 3.6876769065856934 1.2084238529205322
bigperiod_500000_7_485000.in 1.9736757278442383 1.9323248863220215 1.2430565357208252
bigperiod_500000_10_306666.in 1.7867710590362549 3.6863913536071777 1.2485761642456055
bigperiod_500000_7_360000.in 1.890645980834961 1.9619817733764648 1.2204289436340332
bigperiod_500000_2_295000.in 2.571913003921509 4.113088846206665 1.2150516510009766
bigperiod_500000_4_56666.in 1.5229566097259521 3.6137073040008545 1.2206284999847412
bigperiod_500000_4_243333.in 2.0453948974609375 3.607994556427002 1.255944013595581
bigperiod_500000_10_53333.in 1.2276549339294434 3.553210496902466 1.2213842868804932
bigperiod_500000_62_223333.in 1.3510873317718506 3.672497510910034 1.2895138263702393
bigperiod_500000_10_173333.in 1.5563890933990479 3.187502384185791 1.249967098236084
bigperiod_500000_62_385000.in 1.4690501689910889 1.7906184196472168 1.2422688007354736
bigperiod_500000_2_55000.in 1.927368402481079 3.685649871826172 1.1305632591247559
bigperiod_500000_4_180000.in 1.8873891830444336 3.307173252105713 1.2221777439117432
bigperiod_500000_62_130000.in 1.1246802806854248 3.6862096786499023 1.300079107284546
bigperiod_500000_7_185000.in 1.6483464241027832 3.2381205558776855 1.2552697658538818
bigperiod_500000_2_156666.in 2.2354135513305664 4.044808864593506 1.1909234523773193
bigperiod_500000_10_430000.in 1.7958641052246094 1.8334386348724365 1.1978752613067627
bigperiod_500000_2_475000.in 2.710357904434204 2.3253674507141113 1.236232042312622
bigperiod_500000_4_233333.in 2.0260558128356934 3.646897554397583 1.2668840885162354
bigperiod_500000_2_155000.in 2.26432728767395 4.0237767696380615 1.1922762393951416
bigperiod_500000_7_30000.in 1.242924451828003 3.339430332183838 1.1235287189483643
bigperiod_500000_26_475000.in 1.6029226779937744 1.7591264247894287 1.2640259265899658
bigperiod_500000_26_216666.in 1.4498341083526611 3.7814717292785645 1.2945046424865723
bigperiod_500000_62_326666.in 1.4401171207427979 3.220046043395996 1.2697911262512207
bigperiod_500000_7_430000.in 1.9055202007293701 1.9201865196228027 1.2145805358886719
bigperiod_500000_26_175000.in 1.3152740001678467 3.145620107650757 1.2793152332305908
bigperiod_500000_26_45000.in 1.0450067520141602 3.590380907058716 1.2318108081817627
bigperiod_500000_2_500000.in 2.7919318675994873 2.2926275730133057 1.2231800556182861
bigperiod_500000_26_315000.in 1.5409533977508545 3.4104855060577393 1.236020803451538
bigperiod_500000_26_120000.in 1.2157955169677734 3.662980556488037 1.2306559085845947
bigperiod_500000_4_65000.in 1.5651137828826904 3.7329421043395996 1.1864254474639893
bigperiod_500000_62_36666.in 0.9281566143035889 3.4469618797302246 1.189094066619873
bigperiod_500000_62_216666.in 1.329972743988037 3.7192447185516357 1.295802354812622
bigperiod_500000_2_380000.in 2.6511192321777344 2.245011806488037 1.1909480094909668
bigperiod_500000_10_490000.in 1.849212646484375 1.8457615375518799 1.2194490432739258
bigperiod_500000_10_213333.in 1.6560118198394775 3.8692798614501953 1.2463176250457764
bigperiod_500000_62_126666.in 1.1184756755828857 3.727074146270752 1.248668909072876
bigperiod_500000_4_475000.in 2.1979615688323975 2.0027081966400146 1.205780029296875
bigperiod_500000_4_305000.in 2.0977797508239746 3.735255002975464 1.2306151390075684
bigperiod_500000_10_233333.in 1.692568063735962 3.6640102863311768 1.2562360763549805
bigperiod_500000_2_20000.in 1.6781644821166992 3.322617769241333 1.0636656284332275
bigperiod_500000_10_150000.in 1.4776999950408936 3.7838306427001953 1.2445001602172852
bigperiod_500000_26_480000.in 1.6231422424316406 1.7921900749206543 1.2456872463226318
bigperiod_500000_26_33333.in 1.0080046653747559 3.425699234008789 1.2175078392028809
bigperiod_500000_4_355000.in 2.1238982677459717 2.059889793395996 1.2107288837432861
bigperiod_500000_4_400000.in 2.1355795860290527 2.014590263366699 1.2056505680084229
bigperiod_500000_4_283333.in 2.095397472381592 3.733980417251587 1.2402849197387695
bigperiod_500000_26_60000.in 1.0913472175598145 3.604929208755493 1.2163035869598389
bigperiod_500000_7_310000.in 1.8843774795532227 3.6526734828948975 1.235901117324829
bigperiod_500000_7_66666.in 1.3758275508880615 3.5375163555145264 1.1859748363494873
bigperiod_500000_62_266666.in 1.4488394260406494 3.6242480278015137 1.2873103618621826
bigperiod_500000_2_300000.in 2.5935473442077637 4.083054304122925 1.2213780879974365
bigperiod_500000_2_440000.in 2.7195723056793213 2.2573769092559814 1.204347848892212
bigperiod_500000_10_333333.in 1.7716319561004639 2.2593584060668945 1.204195261001587
bigperiod_500000_4_13333.in 1.2674400806427002 3.146618127822876 1.1083946228027344
bigperiod_500000_7_303333.in 1.8584132194519043 3.783245325088501 1.2489187717437744
bigperiod_500000_62_160000.in 1.1840581893920898 3.638253927230835 1.288081169128418
bigperiod_500000_7_245000.in 1.8415415287017822 3.5560262203216553 1.26157546043396
bigperiod_500000_7_335000.in 1.9145584106445312 2.017937421798706 1.2649321556091309
bigperiod_500000_10_303333.in 1.772939920425415 3.7497575283050537 1.239579200744629
bigperiod_500000_62_105000.in 1.0734519958496094 3.608630895614624 1.3000068664550781
bigperiod_500000_7_163333.in 1.6270532608032227 3.7916696071624756 1.2232780456542969
bigperiod_500000_10_220000.in 1.6590211391448975 3.788766622543335 1.2690000534057617
bigperiod_500000_2_415000.in 2.707211971282959 2.2470569610595703 1.2053725719451904
bigperiod_500000_10_235000.in 1.7098040580749512 3.6349496841430664 1.2746400833129883
bigperiod_500000_2_65000.in 1.985135793685913 3.742197036743164 1.1655614376068115
bigperiod_500000_26_83333.in 1.1430838108062744 3.5270862579345703 1.2675957679748535
bigperiod_500000_10_330000.in 1.7537813186645508 3.2349894046783447 1.2105460166931152
bigperiod_500000_62_480000.in 1.5195119380950928 1.7449758052825928 1.2721960544586182
bigperiod_500000_62_315000.in 1.4684579372406006 3.377323865890503 1.2739441394805908
bigperiod_500000_7_273333.in 1.8758983612060547 3.9224393367767334 1.2530796527862549
bigperiod_500000_62_50000.in 0.9774835109710693 3.4518635272979736 1.2576720714569092
bigperiod_500000_62_33333.in 0.9200091361999512 3.407709836959839 1.230273962020874
bigperiod_500000_10_163333.in 1.4893159866333008 3.776785135269165 1.2489192485809326
bigperiod_500000_4_200000.in 1.902684211730957 3.3348610401153564 1.257735013961792
bigperiod_500000_4_166666.in 1.8551862239837646 3.3145768642425537 1.2346787452697754
bigperiod_500000_2_123333.in 2.18831729888916 4.002574443817139 1.1719145774841309
bigperiod_500000_7_50000.in 1.331843614578247 3.5714478492736816 1.202397108078003
bigperiod_500000_62_345000.in 1.4554519653320312 1.8448617458343506 1.2658660411834717
bigperiod_500000_62_340000.in 1.4535620212554932 1.8478827476501465 1.2772216796875
bigperiod_500000_7_405000.in 1.914978265762329 1.9554004669189453 1.2167725563049316
bigperiod_500000_7_56666.in 1.368377685546875 3.592529535293579 1.2271478176116943
bigperiod_500000_62_263333.in 1.447265863418579 3.7023677825927734 1.3022208213806152
bigperiod_500000_26_66666.in 1.1093523502349854 3.569063425064087 1.2087182998657227
bigperiod_500000_10_365000.in 1.7682709693908691 1.926443338394165 1.2036726474761963
bigperiod_500000_26_173333.in 1.4031951427459717 3.2516274452209473 1.2613625526428223
bigperiod_500000_62_420000.in 1.4574143886566162 1.7503466606140137 1.273874282836914
bigperiod_500000_4_385000.in 2.141197443008423 2.020777702331543 1.2049694061279297
bigperiod_500000_2_395000.in 2.657011032104492 2.257162570953369 1.2107021808624268
bigperiod_500000_4_235000.in 2.041407346725464 3.6571853160858154 1.235027551651001
bigperiod_500000_26_460000.in 1.6000337600708008 1.7487523555755615 1.2427608966827393
bigperiod_500000_62_103333.in 1.070711612701416 3.6108758449554443 1.310060977935791
bigperiod_500000_7_100000.in 1.4695703983306885 3.6994829177856445 1.2770261764526367
bigperiod_500000_4_83333.in 1.6310665607452393 3.5123279094696045 1.242835283279419
bigperiod_500000_2_170000.in 2.317134141921997 3.4189305305480957 1.1951382160186768
